variant,loss,mean_score,std_score,max_score
full,0.263584703207016,0.18442150950431824,10.584518432617188,1820.405517578125
no_ari,0.26166418194770813,0.18768583238124847,11.588920593261719,2000.9443359375
no_trip,0.27702322602272034,0.19666732847690582,12.467527389526367,2126.08544921875
no_port,0.26906153559684753,0.19031691551208496,12.302217483520508,2125.173095703125
no_protected,0.2733324468135834,0.19490966200828552,12.506928443908691,2133.4072265625
